=========================================================
   INICIANDO SIMULADOR LAB 1 - MQTT (EDGE & TWINS)       
=========================================================

[MQTT] Conectado ao broker tcp://mosquitto:1883 com clientId=Lab1-mqtt
[LAB 1] Inicializando dispositivos...

[LAB 1] Iniciando Roteiro da Simulação...
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":17.3,"ram":31.0,"temperature":50.6,"status":"IDLE","applicationInUse":"files","networkUsageInMbps":0.2550468137166343,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053442.390617709} em lab/1/pc/PC08/data

=================================================
 >> INICIANDO CÁPITULO: PEAK_USE (Duração: 90s)
=================================================

[SCENARIO] Alterado NORMAL_USE para PEAK_USE
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":36.4,"ram":41.6,"temperature":55.1,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":11.116816528705115,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053445.390568404} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":51.6,"ram":47.2,"temperature":59.8,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":11.121653141145561,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053448.390576927} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":63.7,"ram":51.2,"temperature":64.1,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":11.173697810412959,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053451.390642023} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":33.0,"ram":34.1,"temperature":45.5,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":7.900172739286502,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053453.389252919} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":70.8,"ram":54.7,"temperature":67.9,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":11.486099120376869,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053454.390584127} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":46.6,"ram":40.6,"temperature":51.9,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":10.328667063019338,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053456.389184128} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":71.0,"ram":60.6,"temperature":71.1,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":8.51342110009666,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053457.390633509} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":55.6,"ram":48.5,"temperature":57.3,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":10.025414830484129,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053459.389193141} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":73.3,"ram":64.3,"temperature":73.4,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":11.31365735861273,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053460.390549702} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":65.1,"ram":53.8,"temperature":62.3,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":11.53771874508276,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053462.389175544} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":77.7,"ram":66.0,"temperature":75.3,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":8.331995411412942,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053463.390575057} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":71.2,"ram":55.6,"temperature":66.7,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":9.775063884580879,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053465.389259566} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":81.7,"ram":65.2,"temperature":77.5,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":8.658853778007604,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053466.390570940} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":72.1,"ram":60.1,"temperature":70.2,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":13.139412799266394,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053468.389239106} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":83.8,"ram":64.3,"temperature":79.4,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":10.402786682354286,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053469.390713699} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":79.7,"ram":61.9,"temperature":73.2,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":6.389424937143669,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053471.389175344} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":84.9,"ram":69.2,"temperature":80.6,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":8.694664332399078,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053472.390578000} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":84.0,"ram":62.1,"temperature":75.8,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":13.473892988669643,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053474.389255315} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":86.2,"ram":70.4,"temperature":81.7,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":6.617681566856566,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053475.390586314} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":84.7,"ram":63.6,"temperature":78.2,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":9.373872290222804,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053477.389175489} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":82.4,"ram":70.0,"temperature":82.1,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":14.18856835021366,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053478.390679346} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":82.4,"ram":66.0,"temperature":79.4,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":13.495894205309213,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053480.389258674} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":83.2,"ram":67.9,"temperature":82.7,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":14.78104381937598,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053481.390593933} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":78.9,"ram":65.0,"temperature":80.2,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":14.573302188088142,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053483.389225363} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":81.2,"ram":70.0,"temperature":82.8,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":8.223149189560267,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053484.390612863} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":78.5,"ram":65.6,"temperature":80.6,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":8.267153767407866,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053486.389244991} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":78.0,"ram":69.3,"temperature":82.5,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":6.3632662792500785,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053487.390623832} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":81.6,"ram":70.3,"temperature":81.2,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":12.813933294338161,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053489.389190518} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":77.6,"ram":73.3,"temperature":82.3,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":13.206965738787847,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053490.390562025} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":79.3,"ram":71.0,"temperature":81.4,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":7.195191521076342,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053492.389171314} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":81.8,"ram":72.5,"temperature":82.3,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":12.908504019414766,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053493.390588428} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":75.8,"ram":69.3,"temperature":81.2,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":8.856761255365724,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053495.389195413} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":82.3,"ram":73.2,"temperature":82.7,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":13.2521983716417,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053496.390581936} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":78.0,"ram":69.2,"temperature":81.8,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":6.968120856242569,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053498.389210013} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":85.7,"ram":70.1,"temperature":83.3,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":7.77492477977622,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053499.390698435} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":82.7,"ram":68.7,"temperature":82.5,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":10.536561990384188,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053501.389214695} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":83.3,"ram":71.9,"temperature":83.6,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":8.652669069166908,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053502.390595910} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":84.5,"ram":67.7,"temperature":83.3,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":12.23573259036332,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053504.389151492} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":82.7,"ram":73.9,"temperature":83.5,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":5.945988596548622,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053505.390598148} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":82.0,"ram":68.0,"temperature":83.6,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":5.262522087800356,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053507.389193959} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":82.8,"ram":71.9,"temperature":83.6,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":14.346290099599146,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053508.390573218} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":83.8,"ram":69.4,"temperature":83.6,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":5.7860974548741275,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053510.389202692} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":83.2,"ram":72.7,"temperature":83.9,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":9.165847074573335,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053511.390532364} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":78.2,"ram":73.5,"temperature":83.2,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":6.122897160181652,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053513.389189216} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":78.8,"ram":74.3,"temperature":83.5,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":9.046877730954463,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053514.390579859} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":77.7,"ram":75.3,"temperature":82.9,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":5.463641768033969,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053516.389187403} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":85.1,"ram":74.3,"temperature":83.9,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":9.683885144591274,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053517.390596554} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":82.9,"ram":72.5,"temperature":83.0,"status":"IN_TEST","applicationInUse":"sigaa","networkUsageInMbps":7.437787846268801,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053519.389120637} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":88.8,"ram":73.9,"temperature":84.2,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":11.71998860986132,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053520.390622958} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":83.2,"ram":74.6,"temperature":83.5,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":14.804476745933787,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053522.389218698} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":86.7,"ram":75.2,"temperature":84.6,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":5.073626111569256,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053523.390587900} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":86.3,"ram":75.6,"temperature":84.1,"status":"IN_TEST","applicationInUse":"blocked_browser","networkUsageInMbps":13.1303833062197,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053525.389190555} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":85.1,"ram":73.9,"temperature":84.6,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":14.458482963348038,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053526.390573726} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":86.4,"ram":74.2,"temperature":84.6,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":14.005199352273184,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053528.389141040} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":83.4,"ram":73.7,"temperature":84.5,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":11.032669081026532,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053529.390621151} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":87.2,"ram":76.2,"temperature":84.7,"status":"IN_TEST","applicationInUse":"test_enviroment","networkUsageInMbps":6.50937100314972,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053531.389201247} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":86.8,"ram":74.1,"temperature":84.6,"status":"IN_TEST","applicationInUse":"visual_studio","networkUsageInMbps":11.304564928229944,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053532.390570170} em lab/1/pc/PC08/data

=================================================
 >> INICIANDO CÁPITULO: INFRASTRUCTURE_FAILURE (Duração: 60s)
=================================================

[SCENARIO] Alterado PEAK_USE para INFRASTRUCTURE_FAILURE
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":73.1,"ram":70.0,"temperature":85.8,"status":"ACTIVE","applicationInUse":"libreoffice","networkUsageInMbps":5.498232644135028,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053534.389192241} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":70.4,"ram":66.6,"temperature":85.8,"status":"ACTIVE","applicationInUse":"intellij-idea","networkUsageInMbps":4.2740298474726774,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053535.390562560} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":54.2,"ram":59.7,"temperature":86.6,"status":"IDLE","applicationInUse":"libreoffice","networkUsageInMbps":0.3117774782503441,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053537.389289324} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":60.7,"ram":58.5,"temperature":87.2,"status":"ACTIVE","applicationInUse":"terminal","networkUsageInMbps":1.4074733452313006,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053538.390599370} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":51.2,"ram":55.5,"temperature":88.1,"status":"ACTIVE","applicationInUse":"files","networkUsageInMbps":5.759798976355757,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053540.389196367} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":45.0,"ram":49.7,"temperature":88.5,"status":"IDLE","applicationInUse":"terminal","networkUsageInMbps":0.46679879502071253,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053541.390602935} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":37.7,"ram":48.5,"temperature":88.1,"status":"IDLE","applicationInUse":"vscode","networkUsageInMbps":0.4065107739600208,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053543.389201050} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":31.1,"ram":44.2,"temperature":88.5,"status":"IDLE","applicationInUse":"browser","networkUsageInMbps":0.42358269233804946,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053544.390519547} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":28.8,"ram":44.5,"temperature":88.1,"status":"IDLE","applicationInUse":"intellij-idea","networkUsageInMbps":0.39183484564547055,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053546.389185828} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":34.3,"ram":41.1,"temperature":88.5,"status":"ACTIVE","applicationInUse":"intellij-idea","networkUsageInMbps":5.3042820680891385,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053547.390566344} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":31.2,"ram":41.3,"temperature":88.1,"status":"ACTIVE","applicationInUse":"vscode","networkUsageInMbps":4.05051739556208,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053549.389212231} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":24.5,"ram":35.6,"temperature":88.5,"status":"IDLE","applicationInUse":"files","networkUsageInMbps":0.26510766145869014,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053550.390714342} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":25.2,"ram":36.6,"temperature":88.1,"status":"IDLE","applicationInUse":"files","networkUsageInMbps":0.47101878865483904,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053552.389261961} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":19.8,"ram":32.3,"temperature":88.5,"status":"IDLE","applicationInUse":"terminal","networkUsageInMbps":0.3376756493835439,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053553.390620338} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":19.4,"ram":33.3,"temperature":88.1,"status":"IDLE","applicationInUse":"vscode","networkUsageInMbps":0.4489592921060497,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053555.389123189} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":20.3,"ram":35.5,"temperature":88.5,"status":"ACTIVE","applicationInUse":"vscode","networkUsageInMbps":3.7560864286533397,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053556.390639478} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":15.6,"ram":29.4,"temperature":88.1,"status":"IDLE","applicationInUse":"browser","networkUsageInMbps":0.5526447512620157,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053558.389196246} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":18.2,"ram":32.1,"temperature":88.5,"status":"IDLE","applicationInUse":"intellij-idea","networkUsageInMbps":0.4791530478890461,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053559.390582699} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":16.7,"ram":31.5,"temperature":88.1,"status":"ACTIVE","applicationInUse":"intellij-idea","networkUsageInMbps":2.5691398618029084,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053561.389202605} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":23.4,"ram":35.6,"temperature":88.5,"status":"ACTIVE","applicationInUse":"intellij-idea","networkUsageInMbps":1.9295567185285403,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053562.390566499} em lab/1/pc/PC08/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC03","cpu":19.6,"ram":33.2,"temperature":88.1,"status":"ACTIVE","applicationInUse":"vscode","networkUsageInMbps":4.097053164779201,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053564.389230754} em lab/1/pc/PC03/data
[MQTT] Publicado messagem {"lab":"LAB1","id":"PC08","cpu":17.0,"ram":31.7,"temperature":88.5,"status":"IDLE","applicationInUse":"browser","networkUsageInMbps":0.2914093451072929,"securityEventDetected":false,"securityEventDescription":null,"timestamp":1782053565.390737126} em lab/1/pc/PC08/data
